ID,Item Type,Unavailable?,Status(es),Additional Image,Attachment,Categories,Condition,Daily Late Fee,Description,Image,Keywords,Name,Price to Purchase,Purchased?,Replacement Cost,Serial Number,Source / Supplier
1139,Tape Measures,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"measuring tape, tape measure",Stanley 12ft Measuring Tape,,N,,,Donation
1140,Tape Measures,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"measuring tape, tape measure",Stanley 16ft Measuring Tape,,N,,,Donation
1141,Tape Measures,,,,,,4,$1,100ft Fiberglass Measuring Tape on a large spool with a hand crank to respool,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"measuring tape, tape measure",Empire 100ft Measuring Tape,,N,,,Donation
1142,Tape Measures,,,,,,5,$1,"The Lufkin 4 in. ABS Plastic and Aluminum Measuring Wheel may be used on curved, horizontal and vertical surfaces for versatility. It even keeps pace with you and is designed to measure as quickly as you can walk. Equipped with a calibrated counter, the wheel ensures accurate estimated measurements.",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"measuring tape, tape measure, measuring wheel",Lufkin 9999ft Rolling Measuring Wheel,,Y,,,Home Depot
1143,Tape Measures,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"measuring tape, tape measure",Stanley 50ft Reel Measuring Tape,,N,,,Donation
1144,Tape Measures,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"measuring tape, tape measure",Tuff 16ft Measuring Tape,,N,,,Donation
1145,Chalklines,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,chalkline,Strait-Line Chalk Line Reel,,N,,,Donation
1146,Chalklines,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,chalkline,Stanley Chalk Line,,N,,,Donation
1147,Spade Shovel,,,,,90,4,$1.00,,/files/images/attribute_image6678466332333445360.jpg;/files/images/attribute_image6678466332333445360.jpg;/files/images/attribute_thumbnail7354014696787312738.jpg,"shovel, spade shovel, digging",Red Spade Shovel,,Y,,,
1148,Spade Shovel,,,,,,3,$1.00,,/files/images/attribute_image2263142540932231756.jpg;/files/images/attribute_image2263142540932231756.jpg;/files/images/attribute_thumbnail4085721807060860043.jpg,"shovel, spade shovel, digging",Wooden Handle Spade Shovel,,,,,
1149,Spade Shovel,,,,,,4,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"shovel, spade shovel, digging",Wooden Handle Spade Shovel,,,,,
1150,Spade Shovel,,,,,,4,$1.00,,/files/images/attribute_image9131788870814378912.jpg;/files/images/attribute_image9131788870814378912.jpg;/files/images/attribute_thumbnail6431181146378863879.jpg,"shovel, spade shovel, digging",Wooden Handle Spade Shovel,,,,,
1151,Spade Shovel,,,,,,52,$1.00,,/files/images/attribute_image2005312252646785296.jpg;/files/images/attribute_image2005312252646785296.jpg;/files/images/attribute_thumbnail5666714548792589629.jpg,"shovel, spade shovel, digging",Wooden Handle Spade Shovel,,,,,
1152,Spade Shovel,,,,,,4,$1.00,,/files/images/attribute_image7778761938990957565.jpg;/files/images/attribute_image7778761938990957565.jpg;/files/images/attribute_thumbnail3711943963685478459.jpg,"shovel, spade shovel, digging",Red Handle Spade Shovel,,,,,
1153,Spade Shovel,,,,,,3,$1.00,,/files/images/attribute_image8735981844841895135.jpg;/files/images/attribute_image8735981844841895135.jpg;/files/images/attribute_thumbnail4398121717394611985.jpg,"shovel, spade shovel, digging",Orange Handle Spade Shovel,,,,,
1154,Spade Shovel,,,,,,52,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"shovel, spade shovel, digging",Red Handle Spade Shovel,,,,,
1155,Spade Shovel,,,,,,4,$1.00,,/files/images/attribute_image8155749359944187479.jpg;/files/images/attribute_image8155749359944187479.jpg;/files/images/attribute_thumbnail4250792266415048544.jpg,"shovel, spade shovel, digging",Red Handle Spade Shovel,,,,,
1156,Spade Shovel,,,,,,4,$1.00,,/files/images/attribute_image634749713821762421.jpg;/files/images/attribute_image634749713821762421.jpg;/files/images/attribute_thumbnail6419676258143673764.jpg,"shovel, spade shovel, digging",Wooden Handle Spade Shovel,,,,,
1157,Square Shovel,,,,,90,2,$1.00,,/files/images/attribute_image3827943240555900971.jpg;/files/images/attribute_image3827943240555900971.jpg;/files/images/attribute_thumbnail3450418003515141468.jpg,"Shovel, square shovel, digging",Short Plastic Handle Square Shovel,,,,,
1158,Square Shovel,,,,,90,4,$1.00,,/files/images/attribute_image8481607384283289263.jpg;/files/images/attribute_image8481607384283289263.jpg;/files/images/attribute_thumbnail2262353023408116562.jpg,"Shovel, square shovel, digging",Short Plastic Handle Square Shovel,,,,,
1159,Square Shovel,,,,,90,3,$1.00,,/files/images/attribute_image5904952801163560815.jpg;/files/images/attribute_image5904952801163560815.jpg;/files/images/attribute_thumbnail4617953224067827678.jpg,"Shovel, square shovel, digging",Short Plastic Handle Square Shovel,,,,,
1160,Square Shovel,,,,,90,52,$1.00,,/files/images/attribute_image8363308933493115796.jpg;/files/images/attribute_image8363308933493115796.jpg;/files/images/attribute_thumbnail2007517890452963457.jpg,"Shovel, square shovel, digging",Short Wooden Handle Square Shovel,,,,,
1161,Square Shovel,,,,,90,3,$1.00,,/files/images/attribute_image8460803105616189810.jpg;/files/images/attribute_image8460803105616189810.jpg;/files/images/attribute_thumbnail7130816141434985656.jpg,"Shovel, square shovel, digging",Short Wooden Handle Square Shovel,,,,,
1162,Square Shovel,,,,,90,3,$1.00,,/files/images/attribute_image3246271188070070914.jpg;/files/images/attribute_image3246271188070070914.jpg;/files/images/attribute_thumbnail1414109508770422649.jpg,"Shovel, square shovel, digging",Short Wooden Handle Square Shovel,,,,,
1163,Square Shovel,,,,,,5,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"Shovel, square shovel, digging",Long Ames Square Shovel,,,,,
1164,Square Shovel,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"Shovel, square shovel, digging",Long Wooden Square Shovel,,,,,
1165,Pitchfork,,,,,90,3,$1.00,,/files/images/attribute_image2881865833877363472.jpg;/files/images/attribute_image2881865833877363472.jpg;/files/images/attribute_thumbnail5339733827465563873.jpg,"Pitchfork, shovel",Wooden Handle Pitchfork,,,,,
1166,Pitchfork,,,,,90,3,$1.00,,/files/images/attribute_image8600357012891480969.jpg;/files/images/attribute_image8600357012891480969.jpg;/files/images/attribute_thumbnail2340085159436289924.jpg,"Pitchfork, shovel",Red Handle Pitchfork,,,,,
1167,Pitchfork,TRUE,Disabled,,,90,,$1.00,,/files/images/attribute_image8403475834647050620.jpg;/files/images/attribute_image8403475834647050620.jpg;/files/images/attribute_thumbnail5615473247265015739.jpg,"Pitchfork, shovel",Wooden Handle Pitchfork,,,,,
1168,Pitchfork,,,,,90,3,$1.00,,/files/images/attribute_image8343968687380531408.jpg;/files/images/attribute_image8343968687380531408.jpg;/files/images/attribute_thumbnail4432132373507570010.jpg,"Pitchfork, shovel",Wooden Handle Pitchfork,,,,,
1169,Saws,,,,,,2,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"Saw, hand saw, backsaw",16 in. Wooden Hand Saw,,,,,
1170,Saws,,,,,,4,$1.00,,/files/images/attribute_image4028629514037394552.jpg;/files/images/attribute_image4028629514037394552.jpg;/files/images/attribute_thumbnail6946206015519266653.jpg,"Saw, hand saw, backsaw",20 in. Wooden Hand Saw,,,,,
1171,Saws,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"Saw, hand saw, backsaw",26 in. Wooden Hand Saw,,,,,
1172,Saws,,,,,,2,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"Saw, hand saw, backsaw",26 in. Wooden Hand Saw,,,,,
1173,Saws,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"Saw, hand saw, backsaw",26 in. Wooden Hand Saw,,,,,
1174,Saws,,,,,,5,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"Saw, tenon saw,",14 in. Black Handle Tenon Saw,,,,,
1175,Saws,,,,,,5,$1.00,,/files/images/attribute_image7749139752727827383.jpg;/files/images/attribute_image7749139752727827383.jpg;/files/images/attribute_thumbnail9057232926449541198.jpg,"Saw, hand saw, backsaw",13 in. Blue Handle Hand Saw,,,,,
1176,Cordless Drills,,,,,,4,$1,"The compact, right-angle head design is perfect for drilling and driving in tight spaces.",/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"cordless drill, drill, right angle",Ryobi 18-Volt Cordless 3/8 in. Right Angle Drill,,N,,,Donation
1177,Keys,,,,,,5,$1,"SAE sizes of 0.050, 1/16, 5/64, 3/32, 7/64, 1/8, 9/64, 5/32, 3/16",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"hex key, allen wrench",Husky 9-Piece SAE Hex Key Set,,Y,,,Home Depot
1178,Keys,,,,,,5,$1,"Metric sizes of 1.5 mm, 2 mm, 2.5 mm, 3 mm, 3.5 mm, 4 mm, 4.5 mm, 5 mm",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"hex key, allen wrench",Husky 8-Piece Metric Hex Key Set,,Y,,,Home Depot
1179,Keys,,,,,,3,$1,"Metric sizes of 6 mm, 5.5 mm, 5 mm, 4 mm, 3 mm, 2.5 mm, 2 mm, 1.5 mm",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"hex key, allen wrench",Mech Power 8-Piece Metric Hex Key Set,,N,,,Donation
1180,Levels,,,,,,4,$1,Magnetic post leveler,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"level, post level",Swanson Post Level,,N,,,Donation
1181,Levels,,,,,,4,$1,Magnetic post leveler,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"level, post level",Kapro Post Level,,N,,,Donation
1182,Rulers,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"ruler, measuring",72-inch Expandable Ruler,,N,,,Donation
1183,Rulers,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"ruler, measuring",72-inch Expandable Ruler,,N,,,Donation
1184,Screwdrivers,,,,,,5,$1,15-piece miniature screwdriver set,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"screwdriver, miniature",Mini Screwdriver Set,,N,,,Donation
1185,Calipers,,,,,,5,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,caliper,6-inch Dial Caliper,,N,,,Donation
1186,Measuring,,,,,,4,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,tachometer,Stewart-Warner Vibration Tachometer,,N,,,Donation
1187,Levels,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,level,24-inch Level,,N,,,Donation
1188,Levels,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,level,12-inch Level,,N,,,Donation
1189,Levels,,,,,,2,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,level,Stanley 28-inch Level,,N,,,Donation
1190,Rulers,,,,,,5,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,ruler,18-inch Ruler,,N,,,Donation
1191,Levels,,,,,,3,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,level,72-inch Level,,N,,,Donation
1192,Levels,,,,,,4,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,level,Johnson 9-inch Level,,N,,,Donation
1193,Levels,,,,,,4,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,level,6-inch Level,,N,,,Donation
1194,Squares,,,,,,52,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"t-square, square","Empire 48"" Drywall T-Square",,N,,,Donation
1195,Squares,,,,,,5,$1.00,,/files/images/attribute_image3106857253250468657.jpg;/files/images/attribute_image3106857253250468657.jpg;/files/images/attribute_thumbnail2668186368629289827.jpg,square,Aluminum Alloy Square,,Y,,,Donation
1196,Squares,,,,,,5,$1,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,square,Aluminum Alloy Square,,N,,,Donation
1197,Tools,,,,,,5,$1,,,"lawn mower, cordless mower, push mower",Green Reel Push Mower,,,,,
1198,Tools,TRUE,Disabled,,,,5,$1,,,"trimmer, hedge trimmer, cordless, hedges",Black and Decker Orange Cordless Hedgetrimmer,,,,,
1199,Tools,,,,,,3,$1,,,"roller, paint, brush",Wooden Handle Paint Roller,,,,,
1200,Tools,,,,,,3,$1,,,"Roller, paint, brush",Black Handle Paint Roller,,,,,
1201,Tools,,,,,,4,$1,,,"Roller, paint, brush",Orange Handle Paint Roller,,,,,
1202,Tools,,,,,,3,$1,,,"Roller, paint, brush",Black Handle Paint Roller,,,,,
1203,Tools,,,,,,4,$1,,,"Roller, paint, brush",Orange Handle Paint Roller,,,,,
1204,Tools,,,,,,4,$1,,,"Roller, paint, brush",Red and Black Handle Paint Roller,,,,,
1205,Tools,,,,,81,5,$1.00,,/files/images/attribute_image413386657727866959.jpg;/files/images/attribute_image413386657727866959.jpg;/files/images/attribute_thumbnail3920605260968517068.jpg,"Funnel, liquid",Blue Funnel,,,,,
1206,Tools,,,,,81,5,$1.00,,/files/images/attribute_image7759353930979343007.jpg;/files/images/attribute_image7759353930979343007.jpg;/files/images/attribute_thumbnail6432954620254401924.jpg,"Funnel, liquid",Red Funnel,,,,,
1207,Tools,,,,,,4,,,,"Screwdriver, flathead",Short Wood handle flathead,,,,,
1208,Tools,,,,,,5,,,,"Screwdriver, flathead",Long light wood handle flathead,,,,,
1209,Tools,,,,,,4,,,,"Screwdriver, flathead",Long cherry wood handle flathead,,,,,
1210,Tools,,,,,,5,$1,,,"Screwdriver, flathead",Medium red wood handle flathead,,,,,
1211,Tools,,,,,,4,$1,,,"Flathead, screwdriver",Long short wood handle flathead,,,,,
1212,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Medium wood handle flathead,,,,,
1213,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Long wood handle flathead,,,,,
1214,Tools,,,,,,3,$1,,,"Screwdriver, flathead",Medium plastic handle flathead,,,,,
1215,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Long plastic handled large flathead,,,,,
1216,Tools,,,,,,3,$1,,,"Screwdriver, flathead",12in plastic handle flathead,,,,,
1217,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Long square shaft plastic handle flathead,,,,,
1218,Tools,,,,,,5,$1,,,"Screwdriver, flathead",Medium cherry wood handle flathead,,,,,
1219,Tools,,,,,,5,$1,,,"Screwdriver, flathead",Xcelite small plastic handle flathead,,,,,
1220,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Power-Kraft small plastic handle flathead,,,,,
1221,Tools,,,,,,5,$1,,,"Screwdriver, hex bit",Black plastic handle hex bit screwdriver,,,,,
1222,Tools,,,,,,5,$1,,,"Hex bit, screwdriver",Black plastic handle hex bit screwdriver,,,,,
1223,Tools,,,,,,5,$1,,,"Screwdriver, hex bit",1/4in black handle hex bit,,,,,
1224,Tools,,,,,,5,$1,,,"Screwdriver, hex bit",3/16in black hex bit screwdriver,,,,,
1225,Tools,,,,,,5,$1,,,"Screwdriver, flathead",Small red handle flathead,,,,,
1226,Tools,,,,,,4,$1,,,"Screwdriver, Phillips head",Medium red wood handle Phillips head,,,,,
1227,Tools,,,,,,4,$1,,,Tack puller,Red handled tack puller,,,,,
1228,Tools,,,,,,5,$1,,,"Screwdriver, flathead",Medium red handle flathead,,,,,
1229,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Medium red handle flathead screwdriver,,,,,
1230,Tools,,,,,,4,$1,,,"Screwdriver, Phillips head",Duratest Phillips head screwdriver,,,,,
1231,Tools,,,,,,4,$1,,,"Screwdriver, hex bit",XceLite red handle hex bit screwdriver,,,,,
1232,Tools,,,,,,4,$1,,,"Screwdriver, hex bit",XceLite yellow handle hex bit screwdriver,,,,,
1233,Tools,,,,,,4,$1,,,"Screwdriver, hex bit",XceLite orange handle hex bit screwdriver,,,,,
1234,Tools,,,,,,4,$1,,,"Screwdriver, hex bit",XceLite blue handle hex bit screwdriver,,,,,
1235,Tools,,,,,,4,$1,,,"Screwdriver, hex bit",XceLite small yellow handle hex bit screwdriver,,,,,
1236,Tools,,,,,,4,$1,,,"Screwdriver, hex bit",XceLite small red handle hex bit screwdriver,,,,,
1237,Tools,,,,,,5,$1,,,"Screwdriver, Phillips head",Small yellow plastic handle Phillips head,,,,,
1238,Tools,,,,,,5,$1,,,"Screwdriver, flathead",Small yellow plastic flathead,,,,,
1239,Tools,,,,,,5,$1,,,"Screwdriver, flathead",Small yellow plastic handle flathead,,,,,
1240,Tools,,,,,,5,$1,,,"Screwdriver, Phillips head",Small yellow plastic handle Phillips head,,,,,
1241,Tools,,,,,,4,$1,,,"Screwdriver, Phillips head",Medium black and red handle Phillips head,,,,,
1242,Tools,,,,,,5,$1,,,"Screwdriver, flathead",3/16in black and red handled flathead,,,,,
1243,Tools,,,,,,3,$1.00,,/files/images/attribute_image3565439559168458692.jpg;/files/images/attribute_image3565439559168458692.jpg;/files/images/attribute_thumbnail6271883496664948678.jpg,"Screwdriver, Phillips head",Amsco black and red handled Phillips head,,,,,
1244,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Stanley black wood handle flathead,,,,,
1245,Tools,,,,,,5,$1,,,"Screwdriver, flathead",Stanley yellow and red handle flathead,,,,,
1246,Tools,,,,,,3,$1,,,"Screwdriver, flathead",Medium red handle flathead,,,,,
1247,Tools,,,,,,5,$1,,,"Screwdriver, flathead",Medium yellow handle flathead,,,,,
1248,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Medium yellow handle flathead,,,,,
1249,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Stanley black and yellow handle flathead,,,,,
1250,Tools,,,,,,5,$1,,,"Screwdriver, flathead",Stanley black and yellow handle flathead,,,,,
1251,Tools,,,,,,4,$1,,,"Screwdriver, Phillips head",Medium narrow yellow handle Phillips head,,,,,
1252,Tools,,,,,,2,$1,,,"Screwdriver, flathead",Long yellow handled flathead,,,,,
1253,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Medium wood handle flathead,,,,,
1254,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Small wood handle flathead,,,,,
1255,Tools,,,,,,5,$1,,,"Screwdriver, flathead",Medium glitter plastic handle flathead,,,,,
1256,Tools,,,,,,4,$1.00,,/files/images/attribute_image5858427504046679915.jpg;/files/images/attribute_image5858427504046679915.jpg;/files/images/attribute_thumbnail6231042696377090666.jpg,"Screwdriver, flathead",Big E Empire of America flathead screwdriver,,,,,
1257,Tools,,,,,,5,$1,,,"Screwdriver, flathead",Long blue handle flathead,,,,,
1258,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Long wood block handle flathead,,,,,
1259,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Long rounded wooden handle flathead,,,,,
1260,Tools,,,,,,3,$1,,,"Screwdriver, flathead",Small round handled flathead,,,,,
1261,Tools,,,,,,3,$1,,,"Screwdriver, flathead",Medium duct taped handle flathead,,,,,
1262,Tools,,,,,,2,$1,,,"Screwdriver, flathead",Medium grey handle flathead,,,,,
1263,Tools,,,,,,4,$1,,,"Screwdriver, flathead",Medium Yellow and black plastic handle flathead,,,,,
1264,Tools,,,,,,5,$1,,,"screwdriver, flathead",Small yellow and red flathead,,,,,
1265,Tools,,,,,,4,$1,,,"screwdriver, flathead",Small yellow plastic handle flathead,,,,,
1266,Tools,,,,,,4,$1,,,"screwdriver, flathead",Small amber plastic handle flathead,,,,,
1267,Tools,,,,,,3,$1,,,"screwdriver, flathead",Medium yellow handle long square shaft flathead,,,,,
1268,Tools,,,,,,5,$1,,,"screwdriver, Phillips head",Xcekite XST-101 Phillips head,,,,,
1269,Tools,,,,,,5,$1,,,"screwdriver, box bit",Small box bit screwdriver,,,,,
1270,Tools,,,,,,4,$1,,,"screwdriver, box bit",Williams M-106 box bit,,,,,
1271,Tools,,,,,,5,$1,,,screwdriver,Small black plastic handle Phillips head,,,,,
1272,Tools,,,,,,4,$1,,,"screwdriver, flathead",Medium yellow and red plastic handle flathead,,,,,
1273,Tools,,,,,,5,$1,,,"screwdriver, flathead",Stanley black and yellow flathead,,,,,
1274,Tools,,,,,,3,$1,,,"pliers, needle nose",Small red handle needle nose pliers,,,,,
1275,Tools,,,,,,5,$1,,,"pliers, adjustable",Medium black handle adjustable pliers,,,,,
1276,Tools,,,,,,3,$1,,,"pliers, needle nose",Medium green needle nose pliers,,,,,
1277,Tools,,,,,,4,$1,,,"pliers, adjustable",Medium green handle adjustable pliers,,,,,
1278,Tools,,,,,,4,$1,,,"pliers, adjustable",Medium red handle adjustable pliers,,,,,
1279,Tools,,,,,,4,$1,,,"pliers, needle nose",large metal needle nose pliers,,,,,
1280,Tools,,,,,,4,$1,,,wire cutter,Large black handle wire cutter,,,,,
1281,Tools,,,,,,4,$1,,,wire cutter,Small red handle wire cutter,,,,,
1282,Tools,,,,,,4,$1,,,Wire cutter,Small green wire cutter,,,,,
1283,Tools,,,,,,2,$1,,,wrench,"1/4x4"" Wrench",,,,,
1284,Tools,,,,,,3,$1,,,wrench,"Yellow 6"" wrench",,,,,
1285,Tools,,,,,,3,$1,,,wrench,"6"" JP Danielson Co wrench",,,,,
1286,Tools,,,,,,5,$1,,,wrench,200mm Fuller wrench,,,,,
1287,Tools,,,,,,4,$1,,,wrench,"Yellow handle 8 1/2"" wrench",,,,,
1288,Tools,,,,,,3,$1,,,wrench,"5/8x10"" crescent wrench",,,,,
1289,Tools,,,,,,4,$1,,,crescent wrench,"10"" crescent wrench",,,,,
1290,Tools,,,,,,5,$1,,,wrench,"8"" crescent wrench",,,,,
1291,Tools,,,,,,3,$1,,,crescent wrench,"10"" crescent wrench",,,,,
1292,Tools,,,,,,3,$1.00,,/files/images/attribute_image6453930047996102201.jpg;/files/images/attribute_image6453930047996102201.jpg;/files/images/attribute_thumbnail5144019242294537704.jpg,multi wrench,"3/8"" and 13/16"" multi wrench",,,,,
1293,Tools,,,,,,5,$1.00,,/files/images/attribute_image479977498265278004.jpg;/files/images/attribute_image479977498265278004.jpg;/files/images/attribute_thumbnail8419706446403205763.jpg,multi wrench,15-22 and 9-14 multi wrench,,,,,
1294,Tools,,,,,,4,$1.00,,/files/images/attribute_image5856656508743175851.jpg;/files/images/attribute_image5856656508743175851.jpg;/files/images/attribute_thumbnail3332089253083680912.jpg,"multi wrench, wrench","7/8"" and 1 1/4"" multi wrench",,,,,
1295,Tools,,,,,,5,$1,,,combo wrench,"3/8"" combo wrench",,,,,
1296,Tools,,,,,,4,$1,,,combo wrench,"3/8"" combo wrench",,,,,
1297,Tools,,,,,,3,$1,,,wrench,"3/8"" wrench",,,,,
1298,Tools,,,,,,3,$1.00,,/files/images/attribute_image8793387170057921590.jpg;/files/images/attribute_image8793387170057921590.jpg;/files/images/attribute_thumbnail4164565521846948484.jpg,"ratchet, wrench","1/4"" and 5/16"" ratcheting wrench",,,,,
1299,Tools,,,,,,3,$1.00,,/files/images/attribute_image484560473522410155.jpg;/files/images/attribute_image484560473522410155.jpg;/files/images/attribute_thumbnail7463696060444850906.jpg,combo wrench,"5/16"" and 1/4"" combo wrench",,,,,
1300,Tools,,,,,,3,$1.00,,/files/images/attribute_image6176065169783521433.jpg;/files/images/attribute_image6176065169783521433.jpg;/files/images/attribute_thumbnail1757145031133729576.jpg,combo wrench,"5/16"" and 7/16"" combo wrench",,,,,
1301,Tools,,,,,,5,$1.00,,/files/images/attribute_image5317187328836890442.jpg;/files/images/attribute_image5317187328836890442.jpg;/files/images/attribute_thumbnail9064889595931324342.jpg,combo wrench,"7/16"" combo wrench",,,,,
