address,condition,occupancy,comments,Occupied
"258 Rounds Ave, Buffalo, NY",2,1,,1
"253 Rounds Ave, Buffalo, NY",2,1,,1
"598 Lisbon Ave, Buffalo, NY",2,1,,1
"585 Lisbon Ave, Buffalo, NY",2,1,,1
"649 Lisbon Ave, Buffalo, NY",2,1,,1
"686 Eggert Rd, Buffalo, NY",2,1,,1
"638 Minnesota Ave, Buffalo, NY",3,1,,1
"619 Minnesota Ave, Buffalo, NY",2,1,,1
"641 Minnesota Ave, Buffalo, NY",2,1,,1
"90 William Price Parkway, Buffalo, NY",1,1,,1
"96 William Price Parkway, Buffalo, NY",1,1,,1
"107 William Price Parkway, Buffalo, NY",1,1,,1
"684 Lasalle Ave, Buffalo, NY",2,1,,1
"716 Lasalle Ave, Buffalo, NY",1,1,,1
"736 Lasalle Ave, Buffalo, NY",1,1,,1
"742 Lasalle Ave, Buffalo, NY",2,1,,1
"685 Lasalle Ave, Buffalo, NY",2,1,,1
"723 Lasalle Ave, Buffalo, NY",1,1,,1
"737 Lasalle Ave, Buffalo, NY",2,1,,1
"755 Lasalle Ave, Buffalo, NY",2,1,,1
"666 Eggert Rd, Buffalo, NY",1,1,,1
"632 Eggert Rd, Buffalo, NY",1,1,,1
"491 Shirley Ave, Buffalo, NY",2,1,,1
"285 Winspear Ave, Buffalo, NY",2,1,,1
"293 Winspear Ave, Buffalo, NY",2,1,,1
"285 Highgate Ave, Buffalo, NY",1,1,,1
"331 Highgate Ave, Buffalo, NY",3,1,,1
"136 Berkshire Ave, Buffalo, NY",2,1,,1
"148 Berkshire Ave, Buffalo, NY",2,1,,1
"174 Berkshire Ave, Buffalo, NY",1,1,,1
"182 Berkshire Ave, Buffalo, NY",2,1,,1
"199 Berkshire Ave, Buffalo, NY",2,1,,1
"213 Berkshire Ave, Buffalo, NY",3,1,,1
"554 Dartmouth Ave, Buffalo, NY",1,1,,1
"414 E Amherst Street, Buffalo, NY",3,2,,0
"490 E Amherst Street, Buffalo, NY",1,1,,1
"519 Dartmouth Ave, Buffalo, NY",1,1,,1
"494 E Amherst Street, Buffalo, NY",2,1,,1
"521 Dartmouth Ave, Buffalo, NY",2,1,,1
"525 Dartmouth Ave, Buffalo, NY",1,1,,1
"512 E Amherst Street, Buffalo, NY",1,1,,1
"526 E Amherst Street, Buffalo, NY",2,1,,1
"312 Lisbon Ave., Buffalo, NY",1,1,,1
"337 Lisbon Ave, Buffalo, NY",1,1,,1
"353 Lisbon Ave, Buffalo, NY",1,1,,1
"371 Lisbon Ave, Buffalo, NY",2,1,,1
"363 Minnesota Ave, Buffalo, NY",1,1,,1
"381 Minnesota Ave, Buffalo, NY",1,1,,1
"397 Minnesota Ave, Buffalo, NY",2,1,,1
"346 Lasalle Ave, Buffalo, NY",1,1,,1
"353 Lasalle Ave, Buffalo, NY",2,1,,1
"405 Lasalle Ave, Buffalo, NY",1,1,,1
"212 Shirley Ave, Buffalo, NY",1,1,,1
"230 Shirley Ave, Buffalo, NY",1,1,,1
"250 Shirley Ave, Buffalo, NY",1,1,,1
"197 Shirley Ave, Buffalo, NY",3,1,,1
"239 Shirley Ave, Buffalo, NY",3,1,,1
"584 Lasalle Ave, Buffalo, Ny",1,1,,1
"254 Stockbridge Ave Buffalo, NY",3,1,,1
"424 Dartmouth Ave, Buffalo, NY",3,1,,1
"286 Stockbridge Ave Buffalo, NY",2,1,,1
"304 Stockbridge Ave Buffalo, NY",3,1,,1
"464 Dartmouth Ave, Buffalo, NY",2,1,,1
"239 Stockbridge Ave Buffalo, NY",2,1,,1
"239 Stockbridge Ave Buffalo, NY",2,1,,1
"257 Stockbridge Ave Buffalo, NY",2,2,,0
"656 Lasalle Ave, Buffalo, NY",2,3,No o or v on data sheet,1
"411 Dartmouth Ave, Buffalo, NY",2,1,,1
"674 Lasalle Ave, Buffalo, NY",2,1,,1
"234 Berkshire Ave Buffalo, NY",2,1,,1
"471 Dartmouth Ave, Buffalo, NY",1,1,,1
"268 Berkshire Ave Buffalo, NY",3,1,,1
"278 Berkshire Ave Buffalo, NY",3,1,,1
"605 Lasalle Ave, Buffalo, NY",2,1,,1
"229 Berkshire Ave Buffalo, NY",2,1,,1
"615 Lasalle Ave, Buffalo, NY",3,1,,1
"412 Hewitt Ave, Buffalo, NY",2,1,,1
"424 Hewitt Ave, Buffalo, NY",3,1,,1
"552 E Amherst St Buffalo, NY",2,1,,1
"438 Hewitt Ave, Buffalo, NY",3,1,,1
"574 E Amherst St Buffalo, NY",2,1,,1
"468 Hewitt Ave, Buffalo, NY",2,1,,1
"594 E Amherst St Buffalo, NY",1,2,,0
"403 Hewitt Ave, Buffalo, NY",2,1,,1
"622 E Amherst St Buffalo, NY",3,1,,1
"409 Hewitt Ave, Buffalo, NY",3,1,,1
"402 Shirley Ave, Buffalo, NY",2,1,,1
"473 Hewitt Ave, Buffalo, NY",2,1,,1
"432 Shirley Ave, Buffalo, NY",1,1,,1
"407 Shirley Ave, Buffalo, NY",1,1,,1
"695 Eggert Road, Buffalo, NY",1,1,,1
"725 Eggert Road, Buffalo, NY",1,1,,1
"37 Pannell St, Buffalo, NY",3,1,,1
"60 E Amherst St, Buffalo, NY",1,1,,1
"31 E Morris Ave, Buffalo, NY",1,1,,1
"284 Holden Street, Buffalo, NY",1,1,,1
"2929 Main Street, Buffalo, NY",3,1,,1
"546 Winspear Ave, Buffalo, NY",1,1,,1
"568 Winspear Ave, Buffalo, NY",1,1,,1
"25 Mercer Ave, Buffalo, NY",1,1,,1
"605 Winspear Ave, Buffalo, NY",2,1,,1
"55 Mercer Ave, Buffalo, NY",1,1,,1
"73 Mercer Ave, Buffalo, NY",1,1,,1
"89 Mercer Ave, Buffalo, NY",1,1,,1
"573 Highgate Ave, Buffalo, NY",1,1,,1
"470 Winspear Ave, Buffalo, NY",1,1,,1
"595 Highgate Ave, Buffalo, NY",1,1,,1
"472 Winspear Ave, Buffalo, NY",1,1,,1
"625 Highgate Ave, Buffalo, NY",1,1,,1
"455 Winspear Ave, Buffalo, NY",1,1,,1
"467 Winspear Ave, Buffalo, NY",1,1,,1
"519 Winspear Ave, Buffalo, NY",1,1,,1
"523 Winspear Ave, Buffalo, NY",2,1,,1
"458 Highgate Ave, Buffalo, NY",2,1,,1
"514 Highgate Ave, Buffalo, NY",1,1,,1
"524 Highgate Ave, Buffalo, NY",1,1,,1
"534 Highgate Ave, Buffalo, NY",2,1,,1
"467 Highgate Ave, Buffalo, NY",1,1,,1
"527 Highgate Ave, Buffalo, NY",1,1,,1
"78 Rounds Ave, Buffalo, NY",1,1,,1
"119 Rounds Ave, Buffalo, NY",2,1,,1
"56 E Depew Ave, Buffalo, NY",1,1,,1
"55 E Morris Ave, Buffalo, NY",1,1,,1
"80 E Depew Ave, Buffalo, NY",1,1,,1
"84 E Depew Ave, Buffalo, NY",1,1,,1
"104 E Depew Ave, Buffalo, NY",1,1,,1
"59 E Depew Ave, Buffalo, NY",1,1,,1
"26 Winspear Ave, Buffalo, NY",2,1,,1
"95 E Morris Ave, Buffalo, NY",1,1,,1
"170 E Morris Ave, Buffalo, NY",1,1,,1
"115 Mercer Ave, Buffalo, NY",1,1,,1
"127 Mercer Ave, Buffalo, NY",1,1,,1
"47 Benwood Ave, Buffalo, NY",1,1,,1
"20 Benwood Ave, Buffalo, NY",1,1,,1
"2779 Main St, Buffalo, NY",1,1,,1
"65 Winspear Ave, Buffalo, NY",1,1,,1
"116 Highgate Ave, Buffalo, NY",1,1,,1
"137 Range Ave, Buffalo, NY",3,1,,1
"119 E Morris Ave, Buffalo, NY",1,1,,1
"169 Range Ave, Buffalo, NY",1,1,,1
"123 E Morris Ave, Buffalo, NY",1,1,,1
"156 Highgate Ave, Buffalo, NY",2,1,,1
"105 Winspear Ave, Buffalo, NY",1,1,,1
"10 Dartmouth Ave Buffalo, NY",1,1,,1
"103 Highgate Ave, Buffalo, NY",1,1,,1
"115 Highgate Ave, Buffalo, NY",1,1,,1
"123 Highgate Ave, Buffalo, NY",1,1,,1
"17 Northrup, Buffalo, NY",1,1,,1
"10 Shirley Ave, Buffalo, NY",1,1,,1
"145 Highgate Ave, Buffalo, NY",2,1,,1
"16 Dartmouth Ave Buffalo, NY",1,1,,1
"51 Northrup Place, Buffalo, NY",3,1,,1
"46 Shirley Ave, Buffalo, NY",4,2,,0
"214 Highgate Ave, Buffalo, NY",1,1,,1
"234 Highgate Ave, Buffalo, NY",2,1,,1
"164 Lisbon Ave, Buffalo, NY",1,1,,1
"125 Lisbon Ave, Buffalo, NY",3,1,,1
"169 Highgate Ave, Buffalo, NY",3,2,,0
"187 Highgate Ave, Buffalo, NY",2,1,,1
"167 Lisbon Ave, Buffalo, NY",2,1,,1
"246 LaSalle Ave, Buffalo, NY",2,1,,1
"229 Highgate Ave, Buffalo, NY",1,1,,1
"98 Dartmouth Ave, Buffalo, NY",1,1,,1
"19 Dartmouth Ave Buffalo, NY",1,1,,1
"27 Dartmouth Ave Buffalo, NY",1,1,,1
"197 Winspear Ave, Buffalo, NY",2,3,,1
"205 Winspear Ave, Buffalo, NY",2,1,,1
"35 Dartmouth Ave Buffalo, NY",1,1,,1
"209 Winspear Ave, Buffalo, NY",2,1,,1
"43 Dartmouth Ave Buffalo, NY",1,1,,1
"93 Dartmouth Ave, Buffalo, NY",1,1,,1
"235 Winspear Ave, Buffalo, NY",2,1,,1
"258 LaSalle Ave, Buffalo, NY",2,1,,1
"140 Winspear Ave, Buffalo, NY",2,1,,1
"266 LaSalle Ave, Buffalo, NY",2,2,,0
"172 Winspear Ave, Buffalo, NY",2,1,,1
"290 LaSalle Ave, Buffalo, NY",1,1,,1
"294 LaSalle Ave, Buffalo, NY",1,1,,1
"302 LaSalle Ave, Buffalo, NY",2,1,,1
"40 Dartmouth Ave Buffalo, NY",2,1,,1
"155 Dartmouth Ave, Buffalo, NY",1,1,,1
"269 LaSalle Ave, Buffalo, NY",1,1,,1
"321 LaSalle Ave, Buffalo, NY",2,1,,1
"144 Dunlop Ave, Buffalo, NY",1,1,,1
"81 Dunlop Ave, Buffalo, NY",1,1,,1
"93 Dunlop Ave, Buffalo, NY",2,1,,1
"126 Shirley Ave, Buffalo, NY",1,1,,1
"158 Shirley Ave, Buffalo, NY",3,1,,1
"71 Shirley Ave, Buffalo, NY",3,1,,1
"125 Shirley Ave, Buffalo, NY",2,1,,1
"127 Shirley Ave, Buffalo, NY",2,1,,1
"4 Hewitt Ave, Buffalo, NY",1,1,,1
"23 Hewitt Ave, Buffalo, NY",1,1,,1
"284 Parkridge Ave, Buffalo, NY",1,1,,1
"317 Parkridge Ave, Buffalo, NY",1,1,,1
"194 Rounds Ave, Buffalo, NY",2,1,,1
"200 Rounds Ave, Buffalo, NY",2,1,,1
"197 Rounds Ave, Buffalo, NY",2,1,,1
"235 Rounds Ave, Buffalo, NY",2,2,,0
"590 Lisbon Ave, Buffalo, NY",2,1,,1
"629 Lisbon Ave, Buffalo, NY",2,1,,1
"637 Lisbon Ave, Buffalo, NY",1,1,,1
"614 Minnesota Ave, Buffalo, NY",4,3,X marked on data sheet,1
"660 Minnesota Ave, Buffalo, NY",2,1,,1
"617 Minnesota Ave, Buffalo, NY",2,1,,1
"629 Minnesota Ave, Buffalo, NY",3,3,,1
"679 Minnesota Ave, Buffalo, NY",2,1,,1
"42 William Price Parkway, Buffalo, NY",1,1,,1
"48 William Price Parkway, Buffalo, NY",1,1,,1
"688 Lasalle Ave, Buffalo, NY",2,1,,1
"690 Lasalle Ave, Buffalo, NY",2,1,,1
"750 Lasalle Ave, Buffalo, NY",2,1,,1
"756 Lasalle Ave, Buffalo, NY",2,1,,1
"707 Lasalle Ave, Buffalo, NY",1,1,,1
"721 Lasalle Ave, Buffalo, NY",2,1,,1
"733 Lasalle Ave, Buffalo, NY",2,1,,1
"654 Eggert Rd, Buffalo, NY",2,1,,1
"648 Eggert Rd, Buffalo, NY",1,1,,1
"615 Eggert Rd, Buffalo, NY",1,1,,1
"667 Eggert Rd, Buffalo, NY",1,1,,1
"8 Eldon Rd, Buffalo, NY",1,1,,1
"492 Shirley Ave, Buffalo, NY",1,1,,1
"524 Shirley Ave, Buffalo, NY",1,1,,1
"536 Shirley Ave, Buffalo, NY",1,1,,1
"517 Shirley Ave, Buffalo, NY",1,1,,1
"525 Shirley Ave, Buffalo, NY",1,1,,1
"525 Shirley Ave, Buffalo, NY",1,1,,1
"541 Shirley Ave, Buffalo, NY",1,1,,1
"245 Winspear Ave, Buffalo, NY",1,1,,1
"64 E Depew Ave, Buffalo, NY",1,1,,1
"171 E Morris Ave, Buffalo, NY",1,1,,1
"100 E Depew Ave, Buffalo, NY",1,1,,1
"83 E Morris Ave, Buffalo, NY",1,1,,1
"160 E Morris Ave, Buffalo, NY",1,1,,1
"118 E Morris Ave, Buffalo, NY",1,1,,1
"20 Winspear Ave, Buffalo, NY",1,1,,1
"52 E Morris Ave, Buffalo, NY",1,1,,1
"58 Benwood Ave, Buffalo, NY",1,1,,1
"54 Benwood Ave, Buffalo, NY",1,1,,1
"106 Winspear Ave, Buffalo, NY",2,1,,1
"112 Winspear Ave, Buffalo, NY",2,1,,1
"117 Mercer Ave, Buffalo, NY",1,1,,1
"19 Lisbon, Buffalo, NY",3,1,,1
"19 Winspear Ave, Buffalo, NY",1,1,,1
"35 Winspear Ave, Buffalo, NY",2,1,,1
"39 Winspear Ave, Buffalo, NY",2,1,,1
"135 Mercer Ave, Buffalo, NY",1,1,,1
"35 Lisbon, Buffalo, NY",2,1,,1
"136 Mercer Ave, Buffalo, NY",1,1,,1
"55 Winspear Ave, Buffalo, NY",1,1,,1
"264 Manhattan Ave, Buffalo, NY",1,1,,1
"63 Winspear Ave, Buffalo, NY",2,1,,1
"2775 Main St, Buffalo, NY",1,1,,1
"65 Winspear Ave, Buffalo, NY",1,1,,1
"148 Highgate Ave, Buffalo, NY",1,1,,1
"93 Winspear Ave, Buffalo, NY",3,2,,0
"13 Northrup, Buffalo, NY",1,1,,1
"131 Highgate Ave, Buffalo, NY",1,1,,1
"19 Northrup Place, Buffalo, NY",3,1,,1
"41 Northrup Place, Buffalo, NY",2,1,,1
"40 Shirley Ave, Buffalo, NY",1,1,,1
"44 Shirley Ave, Buffalo, NY",1,1,,1
"24 Dartmouth Ave Buffalo, NY",1,1,,1
"18 Northrup Place, Buffalo, NY",2,1,,1
"32 Northrup Place, Buffalo, NY",3,1,,1
"44 Northrup Place, Buffalo, NY",2,1,,1
"54 Northrup Place, Buffalo, NY",2,1,,1
"172 Highgate Ave, Buffalo, NY",1,1,,1
"102 Lisbon Ave, Buffalo, NY",2,1,,1
"176 Highgate Ave, Buffalo, NY",1,1,,1
"116 Lisbon Ave, Buffalo, NY",2,1,,1
"230 Highgate Ave, Buffalo, NY",1,1,,1
"170 Lisbon Ave, Buffalo, NY",2,1,,1
"137 Lisbon Ave, Buffalo, NY",1,1,,1
"203 Highgate Ave, Buffalo, NY",1,1,,1
"171 Lisbon Ave, Buffalo, NY",2,1,,1
"207 Highgate Ave, Buffalo, NY",1,1,,1
"240 LaSalle Ave, Buffalo, NY",3,1,,1
"241 Highgate Ave, Buffalo, NY",1,1,,1
"245 Highgate Ave, Buffalo, NY",1,1,,1
"136 Dartmouth Ave, Buffalo, NY",1,1,,1
"31 Dartmouth Ave Buffalo, NY",1,1,,1
"201 Winspear Ave, Buffalo, NY",2,1,,1
"83 Dartmouth Ave, Buffalo, NY",1,1,,1
"99 Dartmouth Ave, Buffalo, NY",1,1,,1
"166 Winspear Ave, Buffalo, NY",2,1,,1
"272 LaSalle Ave, Buffalo, NY",1,1,,1
"280 LaSalle Ave, Buffalo, NY",1,1,,1
"186 Winspear Ave, Buffalo, NY",2,1,,1
"26 Dartmouth Ave Buffalo, NY",2,1,,1
"309 LaSalle Ave, Buffalo, NY",2,1,,1
"30 Dartmouth Ave Buffalo, NY",2,1,,1
"96 Dunlop Ave, Buffalo, NY",1,1,,1
"146 Dunlop Ave, Buffalo, NY",1,1,,1
"87 Dunlop Ave, Buffalo, NY",1,1,,1
"115 Dunlop Ave, Buffalo, NY",1,1,,1
"125 Dunlop Ave, Buffalo, NY",1,1,,1
"127 Dunlop Ave, Buffalo, NY",1,1,,1
"137 Dunlop Ave, Buffalo, NY",1,1,,1
"66 Shirley Ave, Buffalo, NY",3,1,,1
"92 Shirley Ave, Buffalo, NY",1,1,,1
"91 Shirley Ave, Buffalo, NY",1,1,,1
"95 Shirley Ave, Buffalo, NY",3,2,,0
"109 Shirley Ave, Buffalo, NY",2,1,,1
"23 Dunlop Ave, Buffalo, NY",1,1,,1
"10 Hewitt Ave, Buffalo, NY",1,1,,1
"15 Hewitt Ave, Buffalo, NY",3,2,,0
"27 Hewitt Ave, Buffalo, NY",2,2,,0
"292 Parkridge Ave, Buffalo, NY",1,1,,1
"21 Rounds Ave, Buffalo, NY",2,1,,1
"216 Rounds Ave, Buffalo, NY",2,1,,1
"244 Rounds Ave, Buffalo, NY",2,1,,1
"213 Rounds Ave, Buffalo, NY",2,1,,1
"644 Lisbon Ave, Buffalo, NY",2,1,,1
"652 Lisbon Ave, Buffalo, NY",2,1,,1
"589 Lisbon Ave, Buffalo, NY",1,1,"Address written in by hand, not typed on data sheet",1
"623 Lisbon Ave, Buffalo, NY",2,1,,1
"625 Lisbon Ave, Buffalo, NY",2,1,,1
"655 Lisbon Ave, Buffalo, NY",2,1,Apartment complex written on data sheet,1
"654 Minnesota Ave, Buffalo, NY",2,1,,1
"664 Minnesota Ave, Buffalo, NY",4,3,X Marked on data sheet,1
"678 Minnesota Ave, Buffalo, NY",1,1,,1
"684 Minnesota Ave, Buffalo, NY",2,1,,1
"688 Minnesota Ave, Buffalo, NY",2,1,,1
"3 William Price Parkway, Buffalo, NY",1,1,,1
"26 William Price Parkway, Buffalo, NY",1,1,,1
"102 William Price Parkway, Buffalo, NY",1,1,,1
"65 William Price Parkway, Buffalo, NY",1,1,,1
"71 William Price Parkway, Buffalo, NY",1,1,,1
"89 William Price Parkway, Buffalo, NY",1,1,,1
"125 William Price Parkway, Buffalo, NY",1,1,,1
"694 Lasalle Ave, Buffalo, NY",2,1,,1
"720 Lasalle Ave, Buffalo, NY",1,1,,1
"724 Lasalle Ave, Buffalo, NY",1,1,,1
"695 Lasalle Ave, Buffalo, NY",2,1,,1
"699 Lasalle Ave, Buffalo, NY",2,1,,1
"717 Lasalle Ave, Buffalo, NY",3,1,,1
"650 Eggert Rd, Buffalo, NY",4,3,X marked on data sheet,1
"617 Eggert Rd, Buffalo, NY",1,1,,1
"625 Eggert Rd, Buffalo, NY",1,1,,1
"663 Eggert Rd, Buffalo, NY",1,1,,1
"512 Shirley Ave, Buffalo, NY",1,1,,1
"530 Shirley Ave, Buffalo, NY",1,1,,1
"540 Shirley Ave, Buffalo, NY",1,1,,1
"483 Shirley Ave, Buffalo, NY",2,1,,1
"487 Shirley Ave, Buffalo, NY",2,1,,1
"497 Shirley Ave, Buffalo, NY",1,1,,1
"513 Shirley Ave, Buffalo, NY",1,1,,1
"555 Shirley Ave, Buffalo, NY",1,1,,1
"281 Winspear Ave, Buffalo, NY",1,1,,1
"305 Winspear Ave, Buffalo, NY",2,1,,1
"312 Highgate Ave, Buffalo, NY",2,1,,1
"324 Highgate Ave, Buffalo, NY",2,1,,1
"340 Highgate Ave, Buffalo, NY",2,1,,1
"281 Highgate Ave, Buffalo, NY",1,1,,1
"297 Highgate Ave, Buffalo, NY",1,1,,1
"315 Highgate Ave, Buffalo, NY",3,1,,1
"122 Berkshire Ave, Buffalo, NY",3,1,,1
"172 Berkshire Ave, Buffalo, NY",1,1,,1
"188 Berkshire Ave, Buffalo, NY",3,1,,1
"206 Berkshire Ave, Buffalo, NY",2,1,,1
"141 Berkshire Ave, Buffalo, NY",2,1,,1
"149 Berkshire Ave, Buffalo, NY",1,1,,1
"522 Dartmouth Ave, Buffalo, NY",2,1,,1
"191 Berkshire Ave, Buffalo, NY",2,1,,1
"538 Dartmouth Ave, Buffalo, NY",1,1,,1
"428 E Amherst Street, Buffalo, NY",1,1,,1
"528 E Amherst Street, Buffalo, NY",1,1,,1
"538 E Amherst Street, Buffalo, NY",1,1,,1
"340 Lisbon Ave., Buffalo, NY",1,1,,1
"364 Lisbon Ave., Buffalo, NY",1,1,,1
"367 Lisbon Ave, Buffalo, NY",1,1,,1
"336 Minnesota Ave, Buffalo, NY",1,1,,1
"350 Minnesota Ave, Buffalo, NY",2,1,,1
"354 Minnesota Ave, Buffalo, NY",3,1,,1
"390 Minnesota Ave, Buffalo, NY",1,1,,1
"351 Minnesota Ave, Buffalo, NY",3,1,,1
"375 Minnesota Ave, Buffalo, NY",2,1,,1
"379 Minnesota Ave, Buffalo, NY",1,1,,1
"391 Minnesota Ave, Buffalo, NY",1,1,,1
"404 Lasalle Ave, Buffalo, NY",1,1,,1
"347 Lasalle Ave, Buffalo, NY",2,1,,1
"381 Lasalle Ave, Buffalo, NY",1,1,,1
"389 Lasalle Ave, Buffalo, NY",1,1,,1
"234 Shirley Ave, Buffalo, NY",3,1,,1
"246 Shirley Ave, Buffalo, NY",2,1,,1
"177 Shirley Ave, Buffalo, NY",1,1,,1
"231 Shirley Ave, Buffalo, NY",2,2,,0
"378 Dartmouth Ave, Buffalo, NY",3,1,,1
"392 Dartmouth Ave, Buffalo, NY",2,1,,1
"420 Dartmouth Ave, Buffalo, NY",3,2,,0
"606 Lasalle Ave, Buffalo, NY",3,2,,0
"468 Dartmouth Ave, Buffalo, NY",3,1,,1
"275 Stockbridge Ave Buffalo, NY",2,1,,1
"425 Dartmouth Ave, Buffalo, NY",2,1,,1
"307 Stockbridge Ave Buffalo, NY",2,1,,1
"317 Stockbridge Ave Buffalo, NY",3,1,,1
"230 Berkshire Ave Buffalo, NY",1,2,,0
"254 Berkshire Ave Buffalo, NY",3,1,,1
"577 Lasalle Ave, Buffalo, NY",3,2,,0
"465 Dartmouth Ave, Buffalo, NY",1,1,,1
"587 Lasalle Ave, Buffalo, NY",3,1,,1
"593 Lasalle Ave, Buffalo, NY",3,1,,1
"378 Hewitt Ave, Buffalo, NY",3,1,,1
"390 Hewitt Ave, Buffalo, NY",2,1,,1
"617 Lasalle Ave, Buffalo, NY",2,1,,1
"408 Hewitt Ave, Buffalo, NY",3,1,,1
"279 Berkshire Ave Buffalo, NY",2,1,,1
"556 E Amherst St Buffalo, NY",2,1,,1
"450 Hewitt Ave, Buffalo, NY",1,1,,1
"600 E Amherst St Buffalo, NY",1,1,,1
"425 Hewitt Ave, Buffalo, NY",2,1,,1
"394 Shirley Ave, Buffalo, NY",3,1,,1
"400 Shirley Ave, Buffalo, NY",3,1,,1
"406 Shirley Ave, Buffalo, NY",3,2,,0
"452 Shirley Ave, Buffalo, NY",1,1,,1
"423 Shirley Ave, Buffalo, NY",1,1,,1
"455 Shirley Ave, Buffalo, NY",2,1,,1
"467 Shirley Ave, Buffalo, NY",1,1,,1
"713 Eggert Road, Buffalo, NY",1,1,,1
"722 Eggert Road, Buffalo, NY",1,1,,1
"288 Holden Street, Buffalo, NY",1,1,,1
"595 Winspear Ave, Buffalo, NY",1,1,,1
"79 Mercer Ave, Buffalo, NY",1,1,,1
"618 Highgate Ave, Buffalo, NY",2,1,,1
"99 Mercer Ave, Buffalo, NY",1,1,,1
"628 Highgate Ave, Buffalo, NY",2,1,,1
"460 Winspear Ave, Buffalo, NY",1,1,,1
"577 Highgate Ave, Buffalo, NY",1,1,,1
"581 Highgate Ave, Buffalo, NY",1,1,,1
"462 Winspear Ave, Buffalo, NY",1,1,,1
"476 Winspear Ave, Buffalo, NY",2,1,,1
"425 Winspear Ave, Buffalo, NY",2,1,,1
"488 lisbon, Buffalo, NY",2,1,,1
"503 Winspear Ave, Buffalo, NY",2,1,,1
"494 Highgate Ave, Buffalo, NY",2,1,,1
"508 Highgate Ave, Buffalo, NY",1,1,,1
"510 Highgate Ave, Buffalo, NY",2,1,,1
"487 Highgate Ave, Buffalo, NY",2,1,,1
"511 Highgate Ave, Buffalo, NY",2,1,,1
"114 Rounds Ave, Buffalo, NY",1,1,,1
"126 Rounds Ave, Buffalo, NY",1,1,,1
"162 Rounds Ave, Buffalo, NY",1,1,,1
"101 Rounds Ave, Buffalo, NY",1,1,,1
"137 Rounds Ave, Buffalo, NY",2,1,,1
"151 Rounds Ave, Buffalo, NY",2,1,,1
"189 E Morris Ave, Buffalo, NY",2,1,,1
"175 E Morris Ave, Buffalo, NY",1,1,,1
"3215 Main Street, Buffalo, NY",1,1,,1
"39 E Depew Ave, Buffalo, NY",1,1,,1
"43 E Depew Ave, Buffalo, NY",1,1,,1
"79 E Morris Ave, Buffalo, NY",1,1,,1
"69 E Depew Ave, Buffalo, NY",1,1,,1
"79 E Depew Ave, Buffalo, NY",1,1,,1
"105 E Depew Ave, Buffalo, NY",1,1,,1
"38 Winspear Ave, Buffalo, NY",2,1,,1
"106 E Morris Ave, Buffalo, NY",1,1,,1
"100 E Morris Ave, Buffalo, NY",1,1,,1
"99 E Morris Ave, Buffalo, NY",1,1,,1
"56 Winspear Ave, Buffalo, NY",1,1,,1
"44 E Morris Ave, Buffalo, NY",1,1,,1
"36 E Morris Ave, Buffalo, NY",1,1,,1
"62 Benwood Ave, Buffalo, NY",1,1,,1
"96 Winspear Ave, Buffalo, NY",1,1,,1
"15 Lisbon , Buffalo, NY",3,1,,1
"27 Lisbon, Buffalo, NY",3,1,,1
"35 Benwood Ave, Buffalo, NY",1,1,,1
"118 Mercer Ave, Buffalo, NY",1,1,,1
"92 Highgate Ave, Buffalo, NY",1,1,,1
"73 Winspear Ave, Buffalo, NY",1,1,,1
"115 E Morris Ave, Buffalo, NY",1,1,,1
"131 Range Ave, Buffalo, NY",3,2,,0
"142 Highgate Ave, Buffalo, NY",2,1,,1
"127 E Morris Ave, Buffalo, NY",1,1,,1
"81 Highgate Ave, Buffalo, NY",1,1,,1
"47 Shirley Ave, Buffalo, NY",1,1,,1
"135 Highgate Ave, Buffalo, NY",2,1,,1
"21 Northrup Place, Buffalo, NY",2,1,,1
"139 Highgate Ave, Buffalo, NY",3,1,,1
"18 Shirley Ave, Buffalo, NY, 14215",1,1,,1
"28 Shirley Ave, Buffalo, NY 14215",1,1,,1
"49 Northrup Place, Buffalo, NY",2,1,,1
"32 Shirley Ave, Buffalo, NY",1,1,,1
"36 Shirley Ave, Buffalo, NY",1,1,,1
"149 Highgate Ave, Buffalo, NY",1,1,,1
"64 Northrup Place, Buffalo, NY",2,1,,1
"32 Dartmouth Ave Buffalo, NY",1,1,,1
"192 Highgate Ave, Buffalo, NY",1,1,,1
"182 Lisbon Ave, Buffalo, NY",2,1,,1
"256 Highgate Ave, Buffalo, NY",2,1,,1
"149 Lisbon Ave, Buffalo, NY",2,1,,1
"191 Highgate Ave, Buffalo, NY",1,1,,1
"48 Dartmouth Ave Buffalo, NY",1,1,,1
"141 Winspear Ave, Buffalo, NY",2,1,,1
"118 Dartmouth Ave, Buffalo, NY",1,1,,1
"126 Dartmouth Ave, Buffalo, NY",2,1,,1
"15 Dartmouth Ave Buffalo, NY",1,1,,1
"189 Winspear Ave, Buffalo, NY",2,1,,1
"25 Dartmouth Ave Buffalo, NY",1,1,,1
"85 Dartmouth Ave, Buffalo, NY",1,1,,1
"142 Winspear Ave, Buffalo, NY",1,1,,1
"160 Winspear Ave, Buffalo, NY",1,1,,1
"16 Dartmouth Ave Buffalo, NY",1,1,,1
"180 Winspear Ave, Buffalo, NY",2,1,,1
"127 Dartmouth Ave, Buffalo, NY",1,1,,1
"196 Winspear Ave, Buffalo, NY",2,1,,1
"326 LaSalle Ave, Buffalo, NY",2,1,,1
"253 LaSalle Ave, Buffalo, NY",3,2,,0
"151 Dartmouth Ave, Buffalo, NY",2,1,,1
